category,matched_keyword,idx,title,org,url,기관명,표준직무(NCS),근무분야,고용형태,응시자격,우대조건,우대내용
 · 전공분야 박사학위 소지자의 경우, 책임자 직위(차장급 이상)로 5년 이상 재직한 경력을 포함하여 관련분야 5년 이상 경력이 있는 자
 * 전공분야: 컴퓨터과학, 컴퓨터공학, SW공학, 정보통신공학, 통계학, 빅데이터, 데이터사이언스 또는 위 전공 내용을 포함하는 전공학과
 * 관련분야: ① 빅데이터 분석 및 활용 업무 ② 빅데이터 수집·저장·처리·분석 시스템 구현 및 테스트 실무 ③ 디지털 전환(DX), 스마트공장, 발전소 디지털화 관련 업무 ④ 빅데이터 분석·진단·예측 및 성능향상 과제 개발 업무 
 * 책임자란 복수의 정규근무직원을 실질적으로 관리한 경우에 한하며, 경력증명 과정에서 이를 소명하지 못하는 경우 경력요건을 충족하지 못한 것으로 판단함
 □ AI전문가①
 1. 필수자격(경력)
 [아래 요건 중 1개 이상 갖춘 자]
 · 관련 전공 학사학위 이상 소지하고 AI 관련 기획·개발 2년 이상 실무 경험을 포함하여 DX·빅데이터·AX 등 ICT 기획 5년 이상 경력이 있는 자
 · 관련 전공 학사학위 이상 소지하고 AX·DX·빅데이터 등 ICT 기획 또는 개발 5년 이상 경력이 있는 자
 * 관련 전공: 인공지능학, 컴퓨터공학, 정보통신공학, 산업공학 등 관련학과
 □ AI전문가②
 1. 필수자격(경력)
 [아래 요건 중 1개 이상 갖춘 자]
 · 관련 전공 학사학위 이상 소지하고, 생성형 AI·딥러닝·머신러닝 등 관련 개발 경력 2년 이상의 실무경력을 포함하여 파이썬, JAVA 등의 언어로 5년 이상 개발 경력이 있는 자
 · 관련 전공 학사학위 이상 소지하고, 생성형 AI·딥러닝·머신러닝, 파이썬, JAVA 등의 언어로 3년 이상 개발 경력이 있는 자
 * 관련 전공: 인공지능학, 컴퓨터공학, 정보통신공학, 산업공학 등 관련학과
 □ 개인정보전문가
 1. 필수자격(경력)
 [아래 요건 중 1개 이상 갖춘 자]
 · 관련 전공 학사학위 이상 소지하고 개인정보보호 실무분야(*) 3년 이상 경력이 있는 자
 * 일반 정보보호 또는 정보보안 업무경력과 차별화된 순수 개인정보보호 업무
 - 개인정보보호 관리체계 수립 및 운영, 개인정보보호법 이행, 개인정보보호 컨설팅 등
 * 관련 전공:정보통신, 정보보호 또는 정보기술(IT) 등 관련학과
 □ 기간제 근로자
 1. 분야별 필수자격
 가. 발전기술원①,② 
 - 석탄발전소 운전 업무 실무경력 보유자
 나. 발전기술원③
 - 복합발전소 운전 업무 실무경력 보유자 
 다. 수질관리기술원
 - 발전소 수처리실 또는 실험실 실무경력 보유자
 라. 고압가스 안전관리원
 [아래 요건 중 1개 이상 갖춘 자]
 - 가스기능사 이상 자격증 소지자
 - 일반시설 안전관리 양성교육(14일)이수자 (교육과정의 평가에 합격한 가스안전관리자격증 소지자)
 ※ 지원자격과 관련하여 반드시 채용공고문을 확인하시기 바랍니다.","[개방형직위]취업지원대상자, 장애인 [정규직(차장)]취업지원대상자, 장애인  [계약직원 갑류]취업지원대상자, 장애인 [기간제근로자]취업지원대상자, 장애인, 수급자 및 차상위계층, 한부모가족 지원대상자, 북한이탈주민, 다문화가족, 자립준비청년(보호종료아동)","※ 가점이 중복되는 경우 최대 2개까지 합산하여 적용, 다만 전형별 배점의 최대 10%까지만 가능
 □ 개방형직위, 정규직(차장), 계약직원 갑류
 1. 취업지원대상자
 가. 대상자: 「국가유공자 등 예우 및 지원에 관한 법률」 및 보훈 관계 법률에 의한 취업지원 대상자
 나. 우대내용: 서류, 면접전형 배점의 5~10% 가점 부여
 *취업지원 대상자 증명서 상의 가산비율 적용
 2. 장애인
 가. 대상자: 「장애인고용촉진 및 직업재활법」에 의거 등록된 장애인
 나. 우대내용: 서류, 면접전형 배점의 10% 가점 부여
 □ 기간제근로자
 1. 취업지원대상자
 가. 대상자 : 「국가유공자 등 예우 및 지원에 관한 법률」 및 보훈 관계 법률에 의한 취업지원 대상자
 나. 우대내용: 서류, 면접전형 배점의 5~10% 가점 부여
 *취업지원 대상자 증명서 상의 가산비율 적용
 2. 장애인
 가. 대상자 : 「장애인고용촉진 및 직업재활법」에 의거 등록된 장애인
 나. 우대내용: 서류, 면접전형 배점의 10% 가점 부여
 3. 수급자 및 차상위계층
 가. 대상자: 「국민기초생활보장법」에 의한 기초생활수급자, 차상위계층
 나. 우대내용: 서류전형 배점의 5% 가점 부여
 4. 한부모가족 지원대상자
 가. 대상자: 「한부모가족지원법」에 의한 지원대상자에 해당하는 기간이 연속하여 2년 이상인 자
 나. 우대내용: 서류전형 배점의 5% 가점 부여
 5. 북한이탈주민
 가. 대상자: 「북한이탈주민의 보호 및 정착지원에 관한 법률」에 의한 북한이탈주민
 나. 우대내용: 서류전형 배점의 5% 가점 부여
 6. 다문화가족
 가. 대상자 : 「다문화가족지원법」에 의한 다문화가족(결혼 이민자, 국적 취득자) 및 그 직계자녀
 나. 우대내용: 서류전형 배점의 5% 가점 부여
 7. 자립준비청년(보호종료아동)
 가. 대상자: 「아동복지법」 제16조 등 관련 법률에 의거 보호조치가 종료되었거나 해당 시설에서 퇴소한 자
 ※ 「청년고용촉진 특별법 시행령」에 따른 ‘청년’에 한해 적용
 나. 우대내용 : 서류전형 배점의 5% 가점 부여
 ※ 가점관련 세부사항은 채용공고문을 통해 확인하시기 바랍니다."

AI·ML,인공지능,300490,제2026-2회 IBS 인공지능 및 로봇 기반 합성 연구단  연구직 채용공고,기초과학연구원,https://job.alio.go.kr/mobile2021/recruit/recruitView.do?idx=300490,기초과학연구원,연구,연구직,비정규직,"ㅇ 채용공고문에서 제시한 지원자격을 충족하는 자
  - 모집분야별 지원자격 등 세부 내용은 공고문 참고
 [응시자격 공통]
 ㅇ「국가공무원법」제33조 및 연구원 규정에 의한 임용 결격사유가 없는 자
 ㅇ「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조에 따른 비위면직자에 해당하지 않는 자
 ㅇ 해외여행에 결격사유가 없는 자로 남자의 경우 병역필 또는 면제자
  - 전문연구요원 지원 가능 공고인 경우, 전직자에 한해 지원 가능
 ㅇ 응시서류접수 마감일 기준 지원자격 충족자","(공통) 취업지원 대상자, 장애인, 여성과학기술인","ㅇ 「장애인고용촉진 및 직업재활법 시행령」제3조 및 제4조에 따른 장애인 및「국가유공자 등 예우 및 지원에 관한 법률」제29조에 따른 취업지원 대상자(전형별 가점 부여)
   - 장애인으로 장애인증명서 제출자는 100점 만점 기준 5점 가점
   - 국가보훈대상자로 취업보호대상증명서 제출자는 100점 만점 기준 5점/10점 가점
  ※「국가유공자 등 예우 및 지원에 관한 법률」제31조 제3항에 따라 취업지원 대상자는 전형별 평가점수가 40점 미만인 경우에 가점을 미적용하고, 3인 이하 모집분야의 경우 가점 미적용 함(단, 응시자 수가 선발예정인원 이하인 경우 그러지 아니함)
  ※ 가점이 중복될 경우에는 가점 중 높은 점수 하나만을 부여함
 ㅇ 「여성과학기술인 육성 및 지원에 관한 법률 시행령」 제2조에 따른 여성과학기술인 우대"

